Date,Currency,Exchange
2022-06-30,CAD,1.2368
2022-06-30,AUD,1.3004
2022-06-30,EUR,0.8937
2022-06-30,GBP,0.6358
2022-07-01,USD,1.0
2022-07-01,CAD,1.2524
2022-07-01,AUD,1.3025
2022-07-01,EUR,0.9009
2022-07-01,GBP,0.6388
2022-07-02,USD,1.0
2022-07-02,CAD,1.2618
2022-07-02,AUD,1.3169
2022-07-02,EUR,0.9037
2022-07-02,GBP,0.6419
2022-07-03,USD,1.0
2022-07-03,CAD,1.2582
2022-07-03,AUD,1.329
2022-07-03,EUR,0.9012
2022-07-03,GBP,0.6401
2022-07-04,USD,1.0
2022-07-04,CAD,1.2582
2022-07-04,AUD,1.329
2022-07-04,EUR,0.9012
2022-07-04,GBP,0.6401
2022-07-05,USD,1.0
2022-07-05,CAD,1.2582
2022-07-05,AUD,1.329
2022-07-05,EUR,0.9012
2022-07-05,GBP,0.6401
2022-07-06,USD,1.0
2022-07-06,CAD,1.264
2022-07-06,AUD,1.3343
2022-07-06,EUR,0.9084
2022-07-06,GBP,0.6432
2022-07-07,USD,1.0
2022-07-07,CAD,1.2739
2022-07-07,AUD,1.3468
2022-07-07,EUR,0.9148
2022-07-07,GBP,0.6474
2022-07-08,USD,1.0
2022-07-08,CAD,1.2743
2022-07-08,AUD,1.3485
2022-07-08,EUR,0.9071
2022-07-08,GBP,0.6507
2022-07-09,USD,1.0
2022-07-09,CAD,1.2685
2022-07-09,AUD,1.3403
2022-07-09,EUR,0.9046
2022-07-09,GBP,0.6492
2022-07-10,USD,1.0
2022-07-10,CAD,1.2706
2022-07-10,AUD,1.3388
2022-07-10,EUR,0.8941
2022-07-10,GBP,0.6444
2022-07-11,USD,1.0
2022-07-11,CAD,1.2706
2022-07-11,AUD,1.3388
2022-07-11,EUR,0.8941
2022-07-11,GBP,0.6444
2022-07-12,USD,1.0
2022-07-12,CAD,1.2706
2022-07-12,AUD,1.3388
2022-07-12,EUR,0.8941
2022-07-12,GBP,0.6444
2022-07-13,USD,1.0
2022-07-13,CAD,1.2721
2022-07-13,AUD,1.3462
2022-07-13,EUR,0.9051
2022-07-13,GBP,0.6439
2022-07-14,USD,1.0
2022-07-14,CAD,1.276
2022-07-14,AUD,1.3442
2022-07-14,EUR,0.9065
2022-07-14,GBP,0.6422
2022-07-15,USD,1.0
2022-07-15,CAD,1.2744
2022-07-15,AUD,1.3401
2022-07-15,EUR,0.9083
2022-07-15,GBP,0.6399
2022-07-16,USD,1.0
2022-07-16,CAD,1.2947
2022-07-16,AUD,1.3539
2022-07-16,EUR,0.9202
2022-07-16,GBP,0.6424
2022-07-17,USD,1.0
2022-07-17,CAD,1.2978
2022-07-17,AUD,1.3511
2022-07-17,EUR,0.9184
2022-07-17,GBP,0.6413
2022-07-18,USD,1.0
2022-07-18,CAD,1.2978
2022-07-18,AUD,1.3511
2022-07-18,EUR,0.9184
2022-07-18,GBP,0.6413
2022-07-19,USD,1.0
2022-07-19,CAD,1.2978
2022-07-19,AUD,1.3511
2022-07-19,EUR,0.9184
2022-07-19,GBP,0.6413
2022-07-20,USD,1.0
2022-07-20,CAD,1.2985
2022-07-20,AUD,1.3549
2022-07-20,EUR,0.9215
2022-07-20,GBP,0.6424
2022-07-21,USD,1.0
2022-07-21,CAD,1.2992
2022-07-21,AUD,1.357
2022-07-21,EUR,0.9202
2022-07-21,GBP,0.643
2022-07-22,USD,1.0
2022-07-22,CAD,1.2995
2022-07-22,AUD,1.3543
2022-07-22,EUR,0.9173
2022-07-22,GBP,0.6404
2022-07-23,USD,1.0
2022-07-23,CAD,1.2975
2022-07-23,AUD,1.3496
2022-07-23,EUR,0.9092
2022-07-23,GBP,0.6404
2022-07-24,USD,1.0
2022-07-24,CAD,1.3091
2022-07-24,AUD,1.3765
2022-07-24,EUR,0.9142
2022-07-24,GBP,0.6462
2022-07-25,USD,1.0
2022-07-25,CAD,1.3091
2022-07-25,AUD,1.3765
2022-07-25,EUR,0.9142
2022-07-25,GBP,0.6462
2022-07-26,USD,1.0
2022-07-26,CAD,1.3091
2022-07-26,AUD,1.3765
2022-07-26,EUR,0.9142
2022-07-26,GBP,0.6462
2022-07-27,USD,1.0
2022-07-27,CAD,1.303
2022-07-27,AUD,1.3731
2022-07-27,EUR,0.9043
2022-07-27,GBP,0.6445
2022-07-28,USD,1.0
2022-07-28,CAD,1.3014
2022-07-28,AUD,1.3686
2022-07-28,EUR,0.907
2022-07-28,GBP,0.6416
2022-07-29,USD,1.0
2022-07-29,CAD,1.2955
2022-07-29,AUD,1.3691
2022-07-29,EUR,0.9066
2022-07-29,GBP,0.6394
2022-07-30,USD,1.0
2022-07-30,CAD,1.298
2022-07-30,AUD,1.3752
2022-07-30,EUR,0.9128
2022-07-30,GBP,0.6399
2022-07-31,USD,1.0
2022-07-31,CAD,1.3048
2022-07-31,AUD,1.3805
2022-07-31,EUR,0.9118
2022-07-31,GBP,0.642
2022-08-01,USD,1.0
2022-08-01,CAD,1.3048
2022-08-01,AUD,1.3805
2022-08-01,EUR,0.9118
2022-08-01,GBP,0.642
2022-08-02,USD,1.0
2022-08-02,CAD,1.3048
2022-08-02,AUD,1.3805
2022-08-02,EUR,0.9118
2022-08-02,GBP,0.642
2022-08-03,USD,1.0
2022-08-03,CAD,1.3153
2022-08-03,AUD,1.3762
2022-08-03,EUR,0.9132
2022-08-03,GBP,0.6418
2022-08-04,USD,1.0
2022-08-04,CAD,1.313
2022-08-04,AUD,1.3516
2022-08-04,EUR,0.9113
2022-08-04,GBP,0.6404
2022-08-05,USD,1.0
2022-08-05,CAD,1.3171
2022-08-05,AUD,1.3558
2022-08-05,EUR,0.9189
2022-08-05,GBP,0.6398
2022-08-06,USD,1.0
2022-08-06,CAD,1.3168
2022-08-06,AUD,1.3642
2022-08-06,EUR,0.9187
2022-08-06,GBP,0.6444
2022-08-07,USD,1.0
2022-08-07,CAD,1.3082
2022-08-07,AUD,1.3535
2022-08-07,EUR,0.914
2022-08-07,GBP,0.6445
2022-08-08,USD,1.0
2022-08-08,CAD,1.3082
2022-08-08,AUD,1.3535
2022-08-08,EUR,0.914
2022-08-08,GBP,0.6445
2022-08-09,USD,1.0
2022-08-09,CAD,1.3082
2022-08-09,AUD,1.3535
2022-08-09,EUR,0.914
2022-08-09,GBP,0.6445
2022-08-10,USD,1.0
2022-08-10,CAD,1.3131
2022-08-10,AUD,1.358
2022-08-10,EUR,0.9124
2022-08-10,GBP,0.6452
2022-08-11,USD,1.0
2022-08-11,CAD,1.3075
2022-08-11,AUD,1.3652
2022-08-11,EUR,0.9046
2022-08-11,GBP,0.6412
2022-08-12,USD,1.0
2022-08-12,CAD,1.2969
2022-08-12,AUD,1.3562
2022-08-12,EUR,0.8965
2022-08-12,GBP,0.6409
2022-08-13,USD,1.0
2022-08-13,CAD,1.3012
2022-08-13,AUD,1.3611
2022-08-13,EUR,0.9002
2022-08-13,GBP,0.6397
2022-08-14,USD,1.0
2022-08-14,CAD,1.3044
2022-08-14,AUD,1.3537
2022-08-14,EUR,0.8952
2022-08-14,GBP,0.6396
2022-08-15,USD,1.0
2022-08-15,CAD,1.3044
2022-08-15,AUD,1.3537
2022-08-15,EUR,0.8952
2022-08-15,GBP,0.6396
2022-08-16,USD,1.0
2022-08-16,CAD,1.3044
2022-08-16,AUD,1.3537
2022-08-16,EUR,0.8952
2022-08-16,GBP,0.6396
2022-08-17,USD,1.0
2022-08-17,CAD,1.3136
2022-08-17,AUD,1.36
2022-08-17,EUR,0.9009
2022-08-17,GBP,0.6401
2022-08-18,USD,1.0
2022-08-18,CAD,1.3105
2022-08-18,AUD,1.3621
2022-08-18,EUR,0.9042
2022-08-18,GBP,0.6367
2022-08-19,USD,1.0
2022-08-19,CAD,1.307
2022-08-19,AUD,1.3609
2022-08-19,EUR,0.9057
2022-08-19,GBP,0.6384
2022-08-20,USD,1.0
2022-08-20,CAD,1.3126
2022-08-20,AUD,1.367
2022-08-20,EUR,0.8942
2022-08-20,GBP,0.6383
2022-08-21,USD,1.0
2022-08-21,CAD,1.3108
2022-08-21,AUD,1.3637
2022-08-21,EUR,0.8864
2022-08-21,GBP,0.6381
2022-08-22,USD,1.0
2022-08-22,CAD,1.3108
2022-08-22,AUD,1.3637
2022-08-22,EUR,0.8864
2022-08-22,GBP,0.6381
2022-08-23,USD,1.0
2022-08-23,CAD,1.3108
2022-08-23,AUD,1.3637
2022-08-23,EUR,0.8864
2022-08-23,GBP,0.6381
2022-08-24,USD,1.0
2022-08-24,CAD,1.3252
2022-08-24,AUD,1.3832
2022-08-24,EUR,0.8698
2022-08-24,GBP,0.6351
2022-08-25,USD,1.0
2022-08-25,CAD,1.3194
2022-08-25,AUD,1.3851
2022-08-25,EUR,0.8691
2022-08-25,GBP,0.6336
2022-08-26,USD,1.0
2022-08-26,CAD,1.3265
2022-08-26,AUD,1.4
2022-08-26,EUR,0.877
2022-08-26,GBP,0.6415
2022-08-27,USD,1.0
2022-08-27,CAD,1.3226
2022-08-27,AUD,1.3993
2022-08-27,EUR,0.8862
2022-08-27,GBP,0.648
2022-08-28,USD,1.0
2022-08-28,CAD,1.3271
2022-08-28,AUD,1.4012
2022-08-28,EUR,0.8875
2022-08-28,GBP,0.6497
2022-08-29,USD,1.0
2022-08-29,CAD,1.3271
2022-08-29,AUD,1.4012
2022-08-29,EUR,0.8875
2022-08-29,GBP,0.6497
2022-08-30,USD,1.0
2022-08-30,CAD,1.3271
2022-08-30,AUD,1.4012
2022-08-30,EUR,0.8875
2022-08-30,GBP,0.6497
2022-08-31,USD,1.0
2022-08-31,CAD,1.3253
2022-08-31,AUD,1.4046
2022-08-31,EUR,0.8917
2022-08-31,GBP,0.6487
2022-09-01,USD,1.0
2022-09-01,CAD,1.3222
2022-09-01,AUD,1.4201
2022-09-01,EUR,0.89
2022-09-01,GBP,0.6522
2022-09-02,USD,1.0
2022-09-02,CAD,1.3255
2022-09-02,AUD,1.427
2022-09-02,EUR,0.8885
2022-09-02,GBP,0.6547
2022-09-03,USD,1.0
2022-09-03,CAD,1.3263
2022-09-03,AUD,1.428
2022-09-03,EUR,0.8906
2022-09-03,GBP,0.6541
2022-09-04,USD,1.0
2022-09-04,CAD,1.323
2022-09-04,AUD,1.4319
2022-09-04,EUR,0.8978
2022-09-04,GBP,0.6568
2022-09-05,USD,1.0
2022-09-05,CAD,1.323
2022-09-05,AUD,1.4319
2022-09-05,EUR,0.8978
2022-09-05,GBP,0.6568
2022-09-06,USD,1.0
2022-09-06,CAD,1.323
2022-09-06,AUD,1.4319
2022-09-06,EUR,0.8978
2022-09-06,GBP,0.6568
2022-09-07,USD,1.0
2022-09-07,CAD,1.328
2022-09-07,AUD,1.4411
2022-09-07,EUR,0.8972
2022-09-07,GBP,0.6553
2022-09-08,USD,1.0
2022-09-08,CAD,1.3221
2022-09-08,AUD,1.4313
2022-09-08,EUR,0.8959
2022-09-08,GBP,0.649
2022-09-09,USD,1.0
2022-09-09,CAD,1.3248
2022-09-09,AUD,1.4238
2022-09-09,EUR,0.8977
2022-09-09,GBP,0.651
2022-09-10,USD,1.0
2022-09-10,CAD,1.3252
2022-09-10,AUD,1.4154
2022-09-10,EUR,0.8941
2022-09-10,GBP,0.6496
2022-09-11,USD,1.0
2022-09-11,CAD,1.3263
2022-09-11,AUD,1.416
2022-09-11,EUR,0.8875
2022-09-11,GBP,0.6484
2022-09-12,USD,1.0
2022-09-12,CAD,1.3263
2022-09-12,AUD,1.416
2022-09-12,EUR,0.8875
2022-09-12,GBP,0.6484
2022-09-13,USD,1.0
2022-09-13,CAD,1.3263
2022-09-13,AUD,1.416
2022-09-13,EUR,0.8875
2022-09-13,GBP,0.6484
2022-09-14,USD,1.0
2022-09-14,CAD,1.3253
2022-09-14,AUD,1.4042
2022-09-14,EUR,0.8846
2022-09-14,GBP,0.6487
2022-09-15,USD,1.0
2022-09-15,CAD,1.3237
2022-09-15,AUD,1.4033
2022-09-15,EUR,0.8834
2022-09-15,GBP,0.6489
2022-09-16,USD,1.0
2022-09-16,CAD,1.325
2022-09-16,AUD,1.3962
2022-09-16,EUR,0.8906
2022-09-16,GBP,0.6472
2022-09-17,USD,1.0
2022-09-17,CAD,1.3194
2022-09-17,AUD,1.3946
2022-09-17,EUR,0.884
2022-09-17,GBP,0.6441
2022-09-18,USD,1.0
2022-09-18,CAD,1.3027
2022-09-18,AUD,1.3757
2022-09-18,EUR,0.8757
2022-09-18,GBP,0.6391
2022-09-19,USD,1.0
2022-09-19,CAD,1.3027
2022-09-19,AUD,1.3757
2022-09-19,EUR,0.8757
2022-09-19,GBP,0.6391
2022-09-20,USD,1.0
2022-09-20,CAD,1.3027
2022-09-20,AUD,1.3757
2022-09-20,EUR,0.8757
2022-09-20,GBP,0.6391
2022-09-21,USD,1.0
2022-09-21,CAD,1.3183
2022-09-21,AUD,1.3949
2022-09-21,EUR,0.8889
2022-09-21,GBP,0.6438
2022-09-22,USD,1.0
2022-09-22,CAD,1.3271
2022-09-22,AUD,1.4103
2022-09-22,EUR,0.8965
2022-09-22,GBP,0.6475
2022-09-23,USD,1.0
2022-09-23,CAD,1.3265
2022-09-23,AUD,1.4182
2022-09-23,EUR,0.8969
2022-09-23,GBP,0.6544
2022-09-24,USD,1.0
2022-09-24,CAD,1.3379
2022-09-24,AUD,1.4364
2022-09-24,EUR,0.8896
2022-09-24,GBP,0.6571
2022-09-25,USD,1.0
2022-09-25,CAD,1.3313
2022-09-25,AUD,1.4254
2022-09-25,EUR,0.8968
2022-09-25,GBP,0.6589
2022-09-26,USD,1.0
2022-09-26,CAD,1.3313
2022-09-26,AUD,1.4254
2022-09-26,EUR,0.8968
2022-09-26,GBP,0.6589
2022-09-27,USD,1.0
2022-09-27,CAD,1.3313
2022-09-27,AUD,1.4254
2022-09-27,EUR,0.8968
2022-09-27,GBP,0.6589
2022-09-28,USD,1.0
2022-09-28,CAD,1.3358
2022-09-28,AUD,1.4295
2022-09-28,EUR,0.8953
2022-09-28,GBP,0.6582
2022-09-29,USD,1.0
2022-09-29,CAD,1.3388
2022-09-29,AUD,1.4289
2022-09-29,EUR,0.8925
2022-09-29,GBP,0.6597
2022-09-30,USD,1.0
2022-09-30,CAD,1.342
2022-09-30,AUD,1.4227
2022-09-30,EUR,0.8926
2022-09-30,GBP,0.6592
2022-10-01,USD,1.0
2022-10-01,CAD,1.3269
2022-10-01,AUD,1.4146
2022-10-01,EUR,0.8966
2022-10-01,GBP,0.6605
2022-10-02,USD,1.0
2022-10-02,CAD,1.3239
2022-10-02,AUD,1.422
2022-10-02,EUR,0.8961
2022-10-02,GBP,0.6593
2022-10-03,USD,1.0
2022-10-03,CAD,1.3239
2022-10-03,AUD,1.422
2022-10-03,EUR,0.8961
2022-10-03,GBP,0.6593
2022-10-04,USD,1.0
2022-10-04,CAD,1.3239
2022-10-04,AUD,1.422
2022-10-04,EUR,0.8961
2022-10-04,GBP,0.6593
2022-10-05,USD,1.0
2022-10-05,CAD,1.3114
2022-10-05,AUD,1.4109
2022-10-05,EUR,0.89
2022-10-05,GBP,0.6588
2022-10-06,USD,1.0
2022-10-06,CAD,1.3098
2022-10-06,AUD,1.406
2022-10-06,EUR,0.8909
2022-10-06,GBP,0.6592
2022-10-07,USD,1.0
2022-10-07,CAD,1.3003
2022-10-07,AUD,1.3835
2022-10-07,EUR,0.8876
2022-10-07,GBP,0.6531
2022-10-08,USD,1.0
2022-10-08,CAD,1.3047
2022-10-08,AUD,1.3919
2022-10-08,EUR,0.8886
2022-10-08,GBP,0.6545
2022-10-09,USD,1.0
2022-10-09,CAD,1.2936
2022-10-09,AUD,1.3644
2022-10-09,EUR,0.8801
2022-10-09,GBP,0.6519
2022-10-10,USD,1.0
2022-10-10,CAD,1.2936
2022-10-10,AUD,1.3644
2022-10-10,EUR,0.8801
2022-10-10,GBP,0.6519
2022-10-11,USD,1.0
2022-10-11,CAD,1.2936
2022-10-11,AUD,1.3644
2022-10-11,EUR,0.8801
2022-10-11,GBP,0.6519
2022-10-12,USD,1.0
2022-10-12,CAD,1.2927
2022-10-12,AUD,1.3566
2022-10-12,EUR,0.8793
2022-10-12,GBP,0.6508
2022-10-13,USD,1.0
2022-10-13,CAD,1.3047
2022-10-13,AUD,1.3702
2022-10-13,EUR,0.8792
2022-10-13,GBP,0.6576
2022-10-14,USD,1.0
2022-10-14,CAD,1.2985
2022-10-14,AUD,1.3779
2022-10-14,EUR,0.8764
2022-10-14,GBP,0.6501
2022-10-15,USD,1.0
2022-10-15,CAD,1.29
2022-10-15,AUD,1.3648
2022-10-15,EUR,0.8742
2022-10-15,GBP,0.6466
2022-10-16,USD,1.0
2022-10-16,CAD,1.2927
2022-10-16,AUD,1.378
2022-10-16,EUR,0.8803
2022-10-16,GBP,0.6475
2022-10-17,USD,1.0
2022-10-17,CAD,1.2927
2022-10-17,AUD,1.378
2022-10-17,EUR,0.8803
2022-10-17,GBP,0.6475
2022-10-18,USD,1.0
2022-10-18,CAD,1.2927
2022-10-18,AUD,1.378
2022-10-18,EUR,0.8803
2022-10-18,GBP,0.6475
2022-10-19,USD,1.0
2022-10-19,CAD,1.2945
2022-10-19,AUD,1.3748
2022-10-19,EUR,0.8824
2022-10-19,GBP,0.6456
2022-10-20,USD,1.0
2022-10-20,CAD,1.3003
2022-10-20,AUD,1.3727
2022-10-20,EUR,0.8793
2022-10-20,GBP,0.6464
2022-10-21,USD,1.0
2022-10-21,CAD,1.3003
2022-10-21,AUD,1.3834
2022-10-21,EUR,0.8807
2022-10-21,GBP,0.6473
2022-10-22,USD,1.0
2022-10-22,CAD,1.3124
2022-10-22,AUD,1.3871
2022-10-22,EUR,0.8839
2022-10-22,GBP,0.6465
2022-10-23,USD,1.0
2022-10-23,CAD,1.3067
2022-10-23,AUD,1.3759
2022-10-23,EUR,0.9022
2022-10-23,GBP,0.6492
2022-10-24,USD,1.0
2022-10-24,CAD,1.3067
2022-10-24,AUD,1.3759
2022-10-24,EUR,0.9022
2022-10-24,GBP,0.6492
2022-10-25,USD,1.0
2022-10-25,CAD,1.3067
2022-10-25,AUD,1.3759
2022-10-25,EUR,0.9022
2022-10-25,GBP,0.6492
2022-10-26,USD,1.0
2022-10-26,CAD,1.3152
2022-10-26,AUD,1.3788
2022-10-26,EUR,0.9082
2022-10-26,GBP,0.6524
2022-10-27,USD,1.0
2022-10-27,CAD,1.3219
2022-10-27,AUD,1.3831
2022-10-27,EUR,0.9041
2022-10-27,GBP,0.6522
2022-10-28,USD,1.0
2022-10-28,CAD,1.321
2022-10-28,AUD,1.4018
2022-10-28,EUR,0.9021
2022-10-28,GBP,0.6539
2022-10-29,USD,1.0
2022-10-29,CAD,1.3185
2022-10-29,AUD,1.4132
2022-10-29,EUR,0.9149
2022-10-29,GBP,0.6557
2022-10-30,USD,1.0
2022-10-30,CAD,1.3175
2022-10-30,AUD,1.4109
2022-10-30,EUR,0.9077
2022-10-30,GBP,0.6519
2022-10-31,USD,1.0
2022-10-31,CAD,1.3175
2022-10-31,AUD,1.4109
2022-10-31,EUR,0.9077
2022-10-31,GBP,0.6519
2022-11-01,USD,1.0
2022-11-01,CAD,1.3175
2022-11-01,AUD,1.4109
2022-11-01,EUR,0.9077
2022-11-01,GBP,0.6519
2022-11-02,USD,1.0
2022-11-02,CAD,1.3098
2022-11-02,AUD,1.4011
2022-11-02,EUR,0.9065
2022-11-02,GBP,0.6465
2022-11-03,USD,1.0
2022-11-03,CAD,1.3125
2022-11-03,AUD,1.394
2022-11-03,EUR,0.9111
2022-11-03,GBP,0.6497
2022-11-04,USD,1.0
2022-11-04,CAD,1.307
2022-11-04,AUD,1.3909
2022-11-04,EUR,0.9145
2022-11-04,GBP,0.6487
2022-11-05,USD,1.0
2022-11-05,CAD,1.3158
2022-11-05,AUD,1.3997
2022-11-05,EUR,0.9189
2022-11-05,GBP,0.6548
2022-11-06,USD,1.0
2022-11-06,CAD,1.3201
2022-11-06,AUD,1.3995
2022-11-06,EUR,0.9205
2022-11-06,GBP,0.6606
2022-11-07,USD,1.0
2022-11-07,CAD,1.3201
2022-11-07,AUD,1.3995
2022-11-07,EUR,0.9205
2022-11-07,GBP,0.6606
2022-11-08,USD,1.0
2022-11-08,CAD,1.3201
2022-11-08,AUD,1.3995
2022-11-08,EUR,0.9205
2022-11-08,GBP,0.6606
2022-11-09,USD,1.0
2022-11-09,CAD,1.3256
2022-11-09,AUD,1.4164
2022-11-09,EUR,0.928
2022-11-09,GBP,0.6627
2022-11-10,USD,1.0
2022-11-10,CAD,1.3261
2022-11-10,AUD,1.4181
2022-11-10,EUR,0.9336
2022-11-10,GBP,0.6614
2022-11-11,USD,1.0
2022-11-11,CAD,1.3263
2022-11-11,AUD,1.4169
2022-11-11,EUR,0.9332
2022-11-11,GBP,0.6588
2022-11-12,USD,1.0
2022-11-12,CAD,1.3326
2022-11-12,AUD,1.4053
2022-11-12,EUR,0.9323
2022-11-12,GBP,0.6586
2022-11-13,USD,1.0
2022-11-13,CAD,1.3305
2022-11-13,AUD,1.4007
2022-11-13,EUR,0.929
2022-11-13,GBP,0.6569
2022-11-14,USD,1.0
2022-11-14,CAD,1.3305
2022-11-14,AUD,1.4007
2022-11-14,EUR,0.929
2022-11-14,GBP,0.6569
2022-11-15,USD,1.0
2022-11-15,CAD,1.3305
2022-11-15,AUD,1.4007
2022-11-15,EUR,0.929
2022-11-15,GBP,0.6569
2022-11-16,USD,1.0
2022-11-16,CAD,1.3329
2022-11-16,AUD,1.4091
2022-11-16,EUR,0.9326
2022-11-16,GBP,0.6582
2022-11-17,USD,1.0
2022-11-17,CAD,1.3308
2022-11-17,AUD,1.4021
2022-11-17,EUR,0.9372
2022-11-17,GBP,0.6576
2022-11-18,USD,1.0
2022-11-18,CAD,1.3335
2022-11-18,AUD,1.409
2022-11-18,EUR,0.9376
2022-11-18,GBP,0.6571
2022-11-19,USD,1.0
2022-11-19,CAD,1.329
2022-11-19,AUD,1.3966
2022-11-19,EUR,0.9357
2022-11-19,GBP,0.6548
2022-11-20,USD,1.0
2022-11-20,CAD,1.3313
2022-11-20,AUD,1.3871
2022-11-20,EUR,0.9356
2022-11-20,GBP,0.6559
2022-11-21,USD,1.0
2022-11-21,CAD,1.3313
2022-11-21,AUD,1.3871
2022-11-21,EUR,0.9356
2022-11-21,GBP,0.6559
2022-11-22,USD,1.0
2022-11-22,CAD,1.3313
2022-11-22,AUD,1.3871
2022-11-22,EUR,0.9356
2022-11-22,GBP,0.6559
2022-11-23,USD,1.0
2022-11-23,CAD,1.3378
2022-11-23,AUD,1.3915
2022-11-23,EUR,0.9406
2022-11-23,GBP,0.6608
2022-11-24,USD,1.0
2022-11-24,CAD,1.3359
2022-11-24,AUD,1.3861
2022-11-24,EUR,0.9389
2022-11-24,GBP,0.663
2022-11-25,USD,1.0
2022-11-25,CAD,1.3327
2022-11-25,AUD,1.3793
2022-11-25,EUR,0.9446
2022-11-25,GBP,0.6629
2022-11-26,USD,1.0
2022-11-26,CAD,1.3305
2022-11-26,AUD,1.3838
2022-11-26,EUR,0.9423
2022-11-26,GBP,0.6623
2022-11-27,USD,1.0
2022-11-27,CAD,1.3347
2022-11-27,AUD,1.3884
2022-11-27,EUR,0.9452
2022-11-27,GBP,0.6644
2022-11-28,USD,1.0
2022-11-28,CAD,1.3347
2022-11-28,AUD,1.3884
2022-11-28,EUR,0.9452
2022-11-28,GBP,0.6644
2022-11-29,USD,1.0
2022-11-29,CAD,1.3347
2022-11-29,AUD,1.3884
2022-11-29,EUR,0.9452
2022-11-29,GBP,0.6644
2022-11-30,USD,1.0
2022-11-30,CAD,1.3369
2022-11-30,AUD,1.3868
2022-11-30,EUR,0.9453
2022-11-30,GBP,0.6662
2022-12-01,USD,1.0
2022-12-01,CAD,1.3319
2022-12-01,AUD,1.3717
2022-12-01,EUR,0.9434
2022-12-01,GBP,0.6638
2022-12-02,USD,1.0
2022-12-02,CAD,1.3385
2022-12-02,AUD,1.3653
2022-12-02,EUR,0.9423
2022-12-02,GBP,0.6652
2022-12-03,USD,1.0
2022-12-03,CAD,1.3319
2022-12-03,AUD,1.3635
2022-12-03,EUR,0.9371
2022-12-03,GBP,0.6674
2022-12-04,USD,1.0
2022-12-04,CAD,1.3337
2022-12-04,AUD,1.3666
2022-12-04,EUR,0.9173
2022-12-04,GBP,0.6605
2022-12-05,USD,1.0
2022-12-05,CAD,1.3337
2022-12-05,AUD,1.3666
2022-12-05,EUR,0.9173
2022-12-05,GBP,0.6605
2022-12-06,USD,1.0
2022-12-06,CAD,1.3337
2022-12-06,AUD,1.3666
2022-12-06,EUR,0.9173
2022-12-06,GBP,0.6605
2022-12-07,USD,1.0
2022-12-07,CAD,1.3461
2022-12-07,AUD,1.3738
2022-12-07,EUR,0.9252
2022-12-07,GBP,0.664
2022-12-08,USD,1.0
2022-12-08,CAD,1.3603
2022-12-08,AUD,1.3884
2022-12-08,EUR,0.9195
2022-12-08,GBP,0.6686
2022-12-09,USD,1.0
2022-12-09,CAD,1.357
2022-12-09,AUD,1.3876
2022-12-09,EUR,0.914
2022-12-09,GBP,0.6627
2022-12-10,USD,1.0
2022-12-10,CAD,1.354
2022-12-10,AUD,1.3707
2022-12-10,EUR,0.9138
2022-12-10,GBP,0.6612
2022-12-11,USD,1.0
2022-12-11,CAD,1.3664
2022-12-11,AUD,1.3863
2022-12-11,EUR,0.9132
2022-12-11,GBP,0.6597
2022-12-12,USD,1.0
2022-12-12,CAD,1.3664
2022-12-12,AUD,1.3863
2022-12-12,EUR,0.9132
2022-12-12,GBP,0.6597
2022-12-13,USD,1.0
2022-12-13,CAD,1.3664
2022-12-13,AUD,1.3863
2022-12-13,EUR,0.9132
2022-12-13,GBP,0.6597
2022-12-14,USD,1.0
2022-12-14,CAD,1.3754
2022-12-14,AUD,1.3868
2022-12-14,EUR,0.9105
2022-12-14,GBP,0.661
2022-12-15,USD,1.0
2022-12-15,CAD,1.3712
2022-12-15,AUD,1.3831
2022-12-15,EUR,0.9099
2022-12-15,GBP,0.6599
2022-12-16,USD,1.0
2022-12-16,CAD,1.3766
2022-12-16,AUD,1.389
2022-12-16,EUR,0.9147
2022-12-16,GBP,0.6661
2022-12-17,USD,1.0
2022-12-17,CAD,1.3832
2022-12-17,AUD,1.3926
2022-12-17,EUR,0.9224
2022-12-17,GBP,0.6702
2022-12-18,USD,1.0
2022-12-18,CAD,1.3956
2022-12-18,AUD,1.4033
2022-12-18,EUR,0.9228
2022-12-18,GBP,0.6706
2022-12-19,USD,1.0
2022-12-19,CAD,1.3956
2022-12-19,AUD,1.4033
2022-12-19,EUR,0.9228
2022-12-19,GBP,0.6706
2022-12-20,USD,1.0
2022-12-20,CAD,1.3956
2022-12-20,AUD,1.4033
2022-12-20,EUR,0.9228
2022-12-20,GBP,0.6706
2022-12-21,USD,1.0
2022-12-21,CAD,1.3955
2022-12-21,AUD,1.3954
2022-12-21,EUR,0.92
2022-12-21,GBP,0.6714
2022-12-22,USD,1.0
2022-12-22,CAD,1.3917
2022-12-22,AUD,1.3796
2022-12-22,EUR,0.9131
2022-12-22,GBP,0.6722
2022-12-23,USD,1.0
2022-12-23,CAD,1.3903
2022-12-23,AUD,1.3847
2022-12-23,EUR,0.9161
2022-12-23,GBP,0.6715
2022-12-24,USD,1.0
2022-12-24,CAD,1.387
2022-12-24,AUD,1.377
2022-12-24,EUR,0.9135
2022-12-24,GBP,0.6707
2022-12-25,USD,1.0
2022-12-25,CAD,1.387
2022-12-25,AUD,1.377
2022-12-25,EUR,0.9135
2022-12-25,GBP,0.6707
2022-12-26,USD,1.0
2022-12-26,CAD,1.387
2022-12-26,AUD,1.377
2022-12-26,EUR,0.9135
2022-12-26,GBP,0.6707
2022-12-27,USD,1.0
2022-12-27,CAD,1.387
